Data e Ora;Cumulata Sensore 1295 (Arcevia);Cumulata Sensore 2637 (Bettolelle);Cumulata Sensore 2858 (Barbara);Cumulata Sensore 2964 (Corinaldo);Umidita' Sensore 3452 (Montemurello);Livello Idrometrico Sensore 1008 [m] (Serra dei Conti);Livello Idrometrico Sensore 1112 [m] (Bettolelle);Livello Idrometrico Sensore 1283 [m] (Corinaldo/Nevola);Livello Idrometrico Sensore 3072 [m] (Pianello di Ostra);Livello Idrometrico Sensore 3405 [m] (Ponte Garibaldi);Livello Idrometrico Sensore 3145 [m] (Passo Ripe)
01/01/2024 00:30;0,4;0;0;0;  37.00;0,5;0,74;1,17;0,69;0,45;-0,8
01/01/2024 01:00;0,2;0,2;0,2;0;  37.00;0,5;0,74;1,17;0,68;0,51;-0,79
01/01/2024 01:30;0,2;0;0;0;  37.00;0,51;0,74;1,17;0,69;0,48;-0,79
01/01/2024 02:00;0;0;0;0;  37.00;0,51;0,74;1,17;0,68;0,52;-0,79
01/01/2024 02:30;0;0;0;0;  37.00;0,51;0,75;1,17;0,69;0,55;-0,79
01/01/2024 03:00;0;0;0;0;  37.00;0,5;0,74;1,17;0,69;0,54;-0,8
01/01/2024 03:30;0;0;0;0;  37.00;0,5;0,74;1,18;0,69;0,55;-0,79
01/01/2024 04:00;0;0;0;0;  37.00;0,5;0,74;1,17;0,7;0,56;-0,81
01/01/2024 04:30;0;0;0;0;  37.00;0,5;0,74;1,17;0,7;0,53;-0,8
01/01/2024 05:00;0;0;0;0;  37.00;0,5;0,74;1,17;0,69;0,56;-0,8
01/01/2024 05:30;0;0;0;0;  37.00;0,49;0,74;1,18;0,69;0,56;-0,83
01/01/2024 06:00;0;0;0;0;  37.00;0,5;0,74;1,18;0,69;0,47;-0,85
01/01/2024 06:30;0;0;0;0;  37.00;0,5;0,74;1,17;0,69;0,45;-0,82
01/01/2024 07:00;0;0;0;0;  37.00;0,5;0,74;1,18;0,7;0,49;-0,81
01/01/2024 07:30;0;0;0;0;  37.00;0,49;0,74;1,18;0,69;0,43;-0,81
01/01/2024 08:00;0;0;0;0;  37.00;0,5;0,73;1,17;0,7;0,44;-0,77
01/01/2024 08:30;0;0;0;0;  37.00;0,5;0,74;1,17;0,69;0,39;-0,81
01/01/2024 09:00;0;0;0;0;  37.00;0,5;0,74;1,18;0,69;0,42;-0,82
01/01/2024 09:30;0;0;0;0;  37.00;0,5;0,74;1,18;0,7;0,4;-0,79
01/01/2024 10:00;0;0;0;0;  37.00;0,5;0,74;1,17;0,68;0,35;-0,81
01/01/2024 10:30;0;0;0;0;  37.00;0,5;0,74;1,17;0,69;0,34;-0,81
01/01/2024 11:00;0;0;0;0;  36.00;0,5;0,74;1,17;0,69;0,32;-0,82
01/01/2024 11:30;0;0;0;0;  37.00;0,5;0,74;1,17;0,7;0,39;-0,84
01/01/2024 12:00;0;0;0;0;  37.00;0,5;0,74;1,18;0,69;0,33;-0,86
01/01/2024 12:30;0;0;0;0;  37.00;0,51;0,74;1,18;0,7;0,31;-0,84
01/01/2024 13:00;0;0;0;0;  37.00;0,5;0,74;1,18;0,7;0,31;-0,84
01/01/2024 13:30;0;0;0;0;  36.00;0,5;0,74;1,18;0,71;0,3;-0,83
01/01/2024 14:00;0;0;0;0;  37.00;0,5;0,74;1,18;0,7;0,22;-0,84
01/01/2024 14:30;0;0;0;0;  37.00;0,5;0,74;1,17;0,71;0,21;-0,83
01/01/2024 15:00;0;0;0;0;  37.00;0,5;0,74;1,18;0,7;0,18;-0,83
01/01/2024 15:30;0;0;0;0;  37.00;0,5;0,74;1,17;0,7;0,1;-0,8
01/01/2024 16:00;0;0;0;0;  37.00;0,5;0,75;1,18;0,7;0,17;-0,81
01/01/2024 16:30;0;0;0;0;  37.00;0,5;0,74;1,17;0,7;0,1;-0,8
01/01/2024 17:00;0;0;0;0;  37.00;0,5;0,74;1,17;0,69;0,1;-0,8
01/01/2024 17:30;0;0;0;0;  37.00;0,5;0,74;1,19;0,69;0,1;-0,82
01/01/2024 18:00;0;0;0;0;  37.00;0,5;0,74;1,18;0,69;0,09;-0,79
01/01/2024 18:30;0;0;0;0;  37.00;0,5;0,73;1,17;0,7;0,09;-0,81
01/01/2024 19:00;0;0;0;0;  37.00;0,5;0,73;1,19;0,69;0,1;-0,79
01/01/2024 19:30;0;0;0;0;  37.00;0,5;0,74;1,18;0,68;0,09;-0,79
01/01/2024 20:00;0;0;0;0;  37.00;0,5;0,75;1,19;0,7;0,1;-0,79
01/01/2024 20:30;0;0;0;0;  37.00;0,5;0,73;1,18;0,7;0,11;-0,8
01/01/2024 21:00;0;0;0;0;  37.00;0,5;0,74;1,18;0,7;0,15;-0,79
01/01/2024 21:30;0;0;0;0;  37.00;0,49;0,74;1,18;0,69;0,11;-0,8
01/01/2024 22:00;0;0;0;0;  36.00;0,5;0,74;1,18;0,69;0,15;-0,8
01/01/2024 22:30;0;0;0;0;  36.00;0,5;0,74;1,19;0,71;0,22;-0,79
01/01/2024 23:00;0;0;0;0;  36.00;0,5;0,74;1,19;0,7;0,23;-0,8
01/01/2024 23:30;0;0;0;0;  36.00;0,49;0,73;1,18;0,69;0,26;-0,81
02/01/2024 00:00;0;0;0;0;  36.00;0,49;0,74;1,17;0,7;0,35;-0,79
02/01/2024 00:30;0;0;0;0;  36.00;0,49;0,74;1,19;0,71;0,4;-0,8
02/01/2024 01:00;0;0;0;0;  36.00;0,5;0,74;1,18;0,7;0,39;-0,8
02/01/2024 01:30;0;0;0;0;  36.00;0,49;0,74;1,18;0,71;0,44;-0,79
02/01/2024 02:00;0;0;0;0;  36.00;0,49;0,73;1,19;0,71;0,46;-0,79
02/01/2024 02:30;0;0;0;0;  36.00;0,49;0,74;1,18;0,68;0,5;-0,79
02/01/2024 03:00;0;0;0;0;  36.00;0,49;0,74;1,18;0,7;0,5;-0,79
02/01/2024 03:30;0;0;0;0;  36.00;0,49;0,74;1,19;0,71;0,48;-0,79
02/01/2024 04:00;0;0;0;0;  36.00;0,49;0,73;1,2;0,7;0,46;-0,78
02/01/2024 04:30;0;0;0;0;  36.00;0,49;0,73;1,18;0,7;0,47;-0,79
02/01/2024 05:00;0;0;0;0;  36.00;0,49;0,73;1,2;0,7;0,45;-0,79
02/01/2024 05:30;0;0;0;0;  36.00;0,49;0,74;1,2;0,7;0,41;-0,79
02/01/2024 06:00;0;0;0;0;  36.00;0,49;0,73;1,18;0,68;0,44;-0,78
02/01/2024 06:30;0;0;0;0;  36.00;0,49;0,74;1,19;0,71;0,41;-0,79
02/01/2024 07:00;0;0;0;0;  36.00;0,49;0,74;1,18;0,7;0,37;-0,8
02/01/2024 07:30;0;0;0;0;  36.00;0,49;0,74;1,18;0,7;0,3;-0,8
02/01/2024 08:00;0;0;0;0;  36.00;0,49;0,74;1,2;0,72;0,35;-0,8
02/01/2024 08:30;0;0;0;0;  36.00;0,49;0,74;1,19;0,7;0,28;-0,81
02/01/2024 09:00;0;0;0;0;  36.00;0,49;0,74;1,18;0,71;0,28;-0,8
02/01/2024 09:30;0;0;0;0;  36.00;0,49;0,74;1,18;0,7;0,21;-0,8
02/01/2024 10:00;0;0;0;0;  36.00;0,49;0,74;1,19;0,69;0,26;-0,8
02/01/2024 10:30;0;0;0;0;  36.00;0,5;0,73;1,18;0,71;0,16;-0,81
02/01/2024 11:00;0;0;0;0;  36.00;0,5;0,74;1,18;0,69;0,23;-0,83
02/01/2024 11:30;0;0;0;0;  36.00;0,5;0,74;1,17;0,69;0,25;-0,84
02/01/2024 12:00;0;0;0;0;  36.00;0,5;0,74;1,18;0,68;0,26;-0,83
02/01/2024 12:30;0;0;0;0;  36.00;0,49;0,74;1,17;0,71;0,21;-0,84
02/01/2024 13:00;0;0;0;0;  36.00;0,5;0,74;1,17;0,69;0,25;-0,85
02/01/2024 13:30;0;0;0;0;  36.00;0,5;0,74;1,18;0,69;0,19;-0,85
02/01/2024 14:00;0;0;0;0;  36.00;0,5;0,74;1,17;0,69;0,2;-0,84
02/01/2024 14:30;0;0;0;0;  36.00;0,5;0,75;1,17;0,68;0,18;-0,83
02/01/2024 15:00;0;0;0;0;  36.00;0,5;0,74;1,17;0,69;0,16;-0,82
02/01/2024 15:30;0;0;0;0;  36.00;0,5;0,74;1,17;0,68;0,19;-0,83
02/01/2024 16:00;0;0;0;0;  36.00;0,5;0,74;1,18;0,69;0,14;-0,82
02/01/2024 16:30;0;0;0;0;  36.00;0,5;0,74;1,17;0,68;0,14;-0,81
02/01/2024 17:00;0;0;0;0;  36.00;0,49;0,74;1,18;0,67;0,12;-0,81
02/01/2024 17:30;0;0;0;0;  36.00;0,5;0,75;1,18;0,67;0,13;-0,8
02/01/2024 18:00;0;0;0;0;  36.00;0,5;0,74;1,17;0,69;0,14;-0,81
02/01/2024 18:30;0;0;0;0;  36.00;0,5;0,74;1,18;0,69;0,11;-0,81
02/01/2024 19:00;0;0;0;0;  36.00;0,49;0,74;1,18;0,69;0,11;-0,82
02/01/2024 19:30;0;0;0;0;  36.00;0,5;0,74;1,18;0,69;0,15;-0,81
02/01/2024 20:00;0;0;0;0;  36.00;0,5;0,74;1,18;0,69;0,16;-0,81
02/01/2024 20:30;0;0;0;0;  36.00;0,5;0,73;1,17;0,68;0,1;-0,81
02/01/2024 21:00;0;0;0;0;  36.00;0,49;0,74;1,18;0,68;0,19;-0,8
02/01/2024 21:30;0;0;0;0;  36.00;0,5;0,73;1,17;0,67;0,23;-0,76
02/01/2024 22:00;0;0;0;0;  36.00;0,5;0,74;1,17;0,69;0,24;-0,8
02/01/2024 22:30;0;0;0;0;  36.00;0,49;0,74;1,17;0,7;0,33;-0,8
02/01/2024 23:00;0;0;0;0;  36.00;0,49;0,73;1,18;0,69;0,33;-0,8
02/01/2024 23:30;0;0;0;0;  36.00;0,49;0,74;1,18;0,69;0,34;-0,79
03/01/2024 00:00;0;0;0;0;  36.00;0,49;0,74;1,18;0,71;0,37;-0,81
03/01/2024 00:30;0;0;0;0;  36.00;0,49;0,73;1,17;0,68;0,41;-0,8
03/01/2024 01:00;0;0;0;0;  36.00;0,49;0,74;1,18;0,69;0,42;-0,8
03/01/2024 01:30;0;0;0;0;  36.00;0,49;0,74;1,17;0,68;0,47;-0,83
03/01/2024 02:00;0;0;0;0;  36.00;0,49;0,74;1,18;0,69;0,53;-0,81
03/01/2024 02:30;0;0;0;0;  36.00;0,49;0,74;1,17;0,68;0,52;-0,8
03/01/2024 03:00;0;0;0;0;  36.00;0,49;0,73;1,17;0,68;0,49;-0,81
03/01/2024 03:30;0;0;0;0;  36.00;0,49;0,74;1,17;0,69;0,56;-0,8
03/01/2024 04:00;0;0;0;0;  36.00;0,5;0,74;1,17;0,69;0,52;-0,8
03/01/2024 04:30;0;0;0;0;  36.00;0,5;0,73;1,17;0,69;0,47;-0,81
03/01/2024 05:00;0;0;0;0;  36.00;0,49;0,74;1,18;0,69;0,5;-0,81
03/01/2024 05:30;0;0;0;0;  36.00;0,49;0,74;1,17;0,69;0,55;-0,81
03/01/2024 06:00;0;0;0;0;  36.00;0,5;0,74;1,18;0,68;0,46;-0,8
03/01/2024 06:30;0;0;0;0;  36.00;0,49;0,74;1,17;0,68;0,45;-0,81
03/01/2024 07:00;0;0;0;0;  36.00;0,49;0,74;1,18;0,68;0,45;-0,8
03/01/2024 07:30;0;0;0;0;  36.00;0,49;0,75;1,17;0,68;0,44;-0,8
03/01/2024 08:00;0;0;0;0;  36.00;0,49;0,74;1,17;0,69;0,4;-0,79
03/01/2024 08:30;0;0;0;0;  36.00;0,5;0,74;1,17;0,68;0,31;-0,81
03/01/2024 09:00;0;0;0;0;  36.00;0,49;0,74;1,17;0,68;0,34;-0,81
03/01/2024 09:30;0;0;0;0;  36.00;0,49;0,73;1,18;0,68;0,31;-0,82
03/01/2024 10:00;0;0;0;0;  36.00;0,49;0,74;1,17;0,69;0,29;-0,82
03/01/2024 10:30;0;0;0;0;  36.00;0,5;0,74;1,17;0,7;0,27;-0,81
03/01/2024 11:00;0;0;0;0;  36.00;0,49;0,74;1,17;0,69;0,21;-0,82
03/01/2024 11:30;0;0;0;0;  36.00;0,5;0,74;1,17;0,7;0,21;-0,8
03/01/2024 12:00;0;0;0;0;  36.00;0,49;0,74;1,17;0,68;0,22;-0,84
03/01/2024 12:30;0;0;0;0;  36.00;0,5;0,74;1,17;0,69;0,28;-0,82
03/01/2024 13:00;0;0;0;0;  36.00;0,5;0,74;1,17;0,68;0,17;-0,84
03/01/2024 13:30;0;0;0;0;  36.00;0,49;0,74;1,16;0,68;0,23;-0,87
03/01/2024 14:00;0;0;0;0;  36.00;0,49;0,74;1,16;0,67;0,21;-0,86
03/01/2024 14:30;0;0;0;0;  36.00;0,5;0,74;1,17;0,67;0,26;-0,85
03/01/2024 15:00;0;0;0;0;  36.00;0,5;0,75;1,17;0,68;0,16;-0,84
03/01/2024 15:30;0;0;0;0;  36.00;0,5;0,74;1,17;0,69;0,21;-0,83
03/01/2024 16:00;0;0;0;0;  36.00;0,49;0,74;1,18;0,68;0,22;-0,84
03/01/2024 16:30;0;0;0;0;  36.00;0,5;0,75;1,18;0,69;0,23;-0,83
03/01/2024 17:00;0;0;0;0;  36.00;0,49;0,74;1,17;0,68;0,23;-0,82
03/01/2024 17:30;0;0;0;0;  36.00;0,49;0,74;1,17;0,68;0,29;-0,84
03/01/2024 18:00;0;0;0;0;  36.00;0,49;0,74;1,17;0,69;0,26;-0,84
03/01/2024 18:30;0;0;0;0;  36.00;0,49;0,74;1,18;0,69;0,29;-0,84
03/01/2024 19:00;0;0;0;0;  36.00;0,49;0,74;1,17;0,7;0,25;-0,81
03/01/2024 19:30;0;0;0;0;  36.00;0,49;0,74;1,17;0,68;0,26;-0,82
03/01/2024 20:00;0;0;0;0;  36.00;0,5;0,74;1,18;0,68;0,29;-0,81
03/01/2024 20:30;0;0;0;0;  36.00;0,49;0,75;1,18;0,69;0,23;-0,81
03/01/2024 21:00;0;0;0;0;  36.00;0,49;0,74;1,17;0,69;0,2;-0,81
03/01/2024 21:30;0;0;0;0;  36.00;0,49;0,74;1,18;0,68;0,34;-0,83
03/01/2024 22:00;0;0;0;0;  36.00;0,5;0,74;1,17;0,7;0,35;-0,83
03/01/2024 22:30;0;0;0;0;  36.00;0,5;0,74;1,18;0,67;0,34;-0,81
03/01/2024 23:00;0;0;0;0;  36.00;0,49;0,75;1,17;0,68;0,4;-0,83
03/01/2024 23:30;0;0;0;0;  36.00;0,5;0,75;1,18;0,68;0,44;-0,82
04/01/2024 00:00;0;0;0;0;  36.00;0,49;0,73;1,17;0,68;0,41;-0,82
04/01/2024 00:30;0;0;0;0;  36.00;0,5;0,74;1,17;0,68;0,43;-0,84
04/01/2024 01:00;0;0;0;0;  36.00;0,49;0,74;1,18;0,67;0,46;-0,83
04/01/2024 01:30;0;0;0;0;  36.00;0,5;0,74;1,18;0,69;0,48;-0,79
04/01/2024 02:00;0;0;0;0;  36.00;0,49;0,74;1,18;0,69;0,53;-0,8
04/01/2024 02:30;0;0;0;0;  36.00;0,49;0,74;1,17;0,68;0,59;-0,8
04/01/2024 03:00;0;0;0;0;  36.00;0,49;0,73;1,18;0,68;0,56;-0,81
04/01/2024 03:30;0;0;0;0;  36.00;0,49;0,74;1,17;0,69;0,56;-0,81
04/01/2024 04:00;0;0;0;0;  36.00;0,49;0,74;1,17;0,68;0,59;-0,81
04/01/2024 04:30;0;0;0;0;  36.00;0,49;0,74;1,17;0,67;0,62;-0,81
04/01/2024 05:00;0;0;0;0;  36.00;0,49;0,74;1,17;0,69;0,53;-0,82
04/01/2024 05:30;0;0;0;0;  36.00;0,5;0,74;1,17;0,69;0,53;-0,81
04/01/2024 06:00;0;0;0;0;  36.00;0,49;0,74;1,18;0,69;0,51;-0,81
04/01/2024 06:30;0;0;0;0;  36.00;0,49;0,74;1,17;0,68;0,49;-0,81
04/01/2024 07:00;0;0;0;0;  36.00;0,49;0,74;1,18;0,68;0,51;-0,81
04/01/2024 07:30;0;0;0;0;  36.00;0,5;0,74;1,17;0,69;0,46;-0,82
04/01/2024 08:00;0;0;0;0;  36.00;0,49;0,75;1,17;0,67;0,46;-0,82
04/01/2024 08:30;0;0;0;0;  36.00;0,49;0,74;1,18;0,68;0,37;-0,82
04/01/2024 09:00;0;0;0;0;  36.00;0,5;0,74;1,18;0,68;0,44;-0,82
04/01/2024 09:30;0;0;0;0;  36.00;0,49;0,74;1,18;0,67;0,28;-0,82
04/01/2024 10:00;0;0;0;0;  36.00;0,49;0,74;1,17;0,68;0,33;-0,81
04/01/2024 10:30;0;0;0;0;  36.00;0,49;0,74;1,17;0,69;0,31;-0,82
04/01/2024 11:00;0;0;0;0;  36.00;0,5;0,74;1,17;0,69;0,3;-0,86
04/01/2024 11:30;0;0;0;0;  36.00;0,5;0,74;1,18;0,68;0,28;-0,87
04/01/2024 12:00;0;0;0;0;  36.00;0,5;0,74;1,17;0,68;0,24;-0,87
04/01/2024 12:30;0;0;0;0;  36.00;0,5;0,74;1,16;0,68;0,25;-0,87
04/01/2024 13:00;0;0;0;0;  36.00;0,5;0,74;1,18;0,68;0,18;-0,86
04/01/2024 13:30;0;0;0;0;  36.00;0,5;0,74;1,18;0,68;0,22;-0,87
04/01/2024 14:00;0;0;0;0;  36.00;0,5;0,74;1,17;0,68;0,16;-0,87
04/01/2024 14:30;0;0;0;0;  36.00;0,5;0,74;1,18;0,68;0,21;-0,87
04/01/2024 15:00;0;0;0;0;  36.00;0,5;0,74;1,16;0,67;0,19;-0,87
04/01/2024 15:30;0;0;0;0;  36.00;0,5;0,74;1,17;0,68;0,25;-0,87
04/01/2024 16:00;0;0;0;0;  36.00;0,5;0,74;1,17;0,67;0,29;-0,85
04/01/2024 16:30;0;0;0;0;  36.00;0,5;0,74;1,17;0,66;0,26;-0,85
04/01/2024 17:00;0;0;0;0;  36.00;0,5;0,74;1,17;0,67;0,22;-0,85
04/01/2024 17:30;0;0;0;0;  36.00;0,5;0,74;1,17;0,68;0,16;-0,84
04/01/2024 18:00;0;0;0;0;  36.00;0,5;0,75;1,17;0,68;0,17;-0,84
04/01/2024 18:30;0;0;0;0;  36.00;0,49;0,74;1,17;0,68;0,3;-0,83
04/01/2024 19:00;0;0;0;0;  36.00;0,5;0,74;1,17;0,68;0,28;-0,83
04/01/2024 19:30;0;0;0;0;  36.00;0,5;0,74;1,18;0,67;0,26;-0,83
04/01/2024 20:00;0;0;0;0;  36.00;0,5;0,74;1,18;0,67;0,22;-0,82
04/01/2024 20:30;0;0;0;0;  36.00;0,5;0,75;1,17;0,68;0,21;-0,81
04/01/2024 21:00;0;0;0;0;  36.00;0,5;0,73;1,17;0,67;0,29;-0,82
04/01/2024 21:30;0;0;0;0;  36.00;0,49;0,73;1,18;0,68;0,21;-0,82
04/01/2024 22:00;0;0;0;0;  36.00;0,49;0,74;1,18;0,68;0,38;-0,81
04/01/2024 22:30;0;0;0;0;  36.00;0,5;0,74;1,17;0,68;0,32;-0,81
04/01/2024 23:00;0;0;0;0;  36.00;0,49;0,73;1,18;0,67;0,41;-0,8
04/01/2024 23:30;0;0;0;0;  36.00;0,5;0,74;1,18;0,68;0,37;-0,8
05/01/2024 00:00;0;0;0;0;  36.00;0,49;0,73;1,17;0,69;0,39;-0,8
05/01/2024 00:30;0;0;0;0;  36.00;0,5;0,74;1,17;0,67;0,37;-0,79
05/01/2024 01:00;0;0;0;0;  36.00;0,49;0,74;1,18;0,67;0,37;-0,81
05/01/2024 01:30;0;0;0;0;  36.00;0,5;0,73;1,18;0,68;0,44;-0,79
05/01/2024 02:00;0;0;0;0;  36.00;0,49;0,74;1,17;0,68;0,48;-0,81
05/01/2024 02:30;0;0;0;0;  36.00;0,5;0,74;1,18;0,69;0,54;-0,8
05/01/2024 03:00;0;0;0;0;  36.00;0,49;0,74;1,18;0,69;0,51;-0,81
05/01/2024 03:30;0;0;0;0;  36.00;0,5;0,73;1,18;0,68;0,54;-0,81
05/01/2024 04:00;0;0;0;0;  36.00;0,49;0,73;1,19;0,68;0,51;-0,8
05/01/2024 04:30;0;0;0;0;  36.00;0,49;0,73;1,19;0,7;0,55;-0,82
05/01/2024 05:00;0;0;0;0;  36.00;0,49;0,74;1,18;0,68;0,54;-0,81
05/01/2024 05:30;0;0;0;0;  36.00;0,49;0,74;1,18;0,7;0,56;-0,8
05/01/2024 06:00;0;0;0;0;  36.00;0,49;0,74;1,18;0,68;0,54;-0,81
05/01/2024 06:30;0;0;0;0;  36.00;0,49;0,74;1,18;0,67;0,51;-0,8
05/01/2024 07:00;0;0;0;0;  36.00;0,49;0,74;1,17;0,67;0,49;-0,8
05/01/2024 07:30;0;0;0;0;  36.00;0,49;0,74;1,18;0,68;0,52;-0,8
05/01/2024 08:00;0;0;0;0;  36.00;0,5;0,73;1,17;0,68;0,44;-0,79
05/01/2024 08:30;0;0;0;0;  36.00;0,49;0,74;1,17;0,69;0,4;-0,8
05/01/2024 09:00;0;0;0;0;  36.00;0,49;0,74;1,17;0,69;0,4;-0,81
05/01/2024 09:30;0;0;0;0;  36.00;0,49;0,74;1,18;0,67;0,41;-0,8
05/01/2024 10:00;0;0;0;0;  36.00;0,5;0,75;1,17;0,68;0,36;-0,81
05/01/2024 10:30;0;0;0;0;  36.00;0,5;0,74;1,17;0,68;0,36;-0,81
05/01/2024 11:00;0;0;0;0;  36.00;0,49;0,74;1,18;0,68;0,3;-0,81
05/01/2024 11:30;0;0;0;0;  36.00;0,49;0,74;1,17;0,69;0,29;-0,83
05/01/2024 12:00;0;0;0;0;  36.00;0,5;0,74;1,17;0,69;0,24;-0,87
05/01/2024 12:30;0;0;0;0;  36.00;0,5;0,74;1,17;0,69;0,26;-0,84
05/01/2024 13:00;0;0;0;0;  36.00;0,5;0,74;1,18;0,69;0,27;-0,84
05/01/2024 13:30;0;0;0;0;  36.00;0,49;0,74;1,17;0,68;0,29;-0,86
05/01/2024 14:00;0;0;0;0;  36.00;0,5;0,74;1,17;0,68;0,26;-0,83
05/01/2024 14:30;0;0;0;0;  36.00;0,5;0,74;1,17;0,69;0,28;-0,85
05/01/2024 15:00;0;0;0;0;  36.00;0,5;0,75;1,17;0,68;0,24;-0,86
05/01/2024 15:30;0;0;0;0;  36.00;0,49;0,75;1,18;0,69;0,28;-0,86
05/01/2024 16:00;0,2;0;0;0;  36.00;0,5;0,75;1,17;0,69;0,33;-0,84
05/01/2024 16:30;0,2;0;0;0;  36.00;0,5;0,75;1,17;0,69;0,29;-0,85
05/01/2024 17:00;0,2;0;0;0;  36.00;0,5;0,75;1,16;0,68;0,32;-0,82
05/01/2024 17:30;0;0;0;0;  36.00;0,5;0,75;1,17;0,68;0,32;-0,82
05/01/2024 18:00;0,4;0;0;0;  36.00;0,5;0,75;1,17;0,67;0,38;-0,83
05/01/2024 18:30;0;0;0;0;  36.00;0,5;0,75;1,17;0,68;0,41;-0,84
05/01/2024 19:00;0,2;0;0;0;  36.00;0,5;0,75;1,17;0,68;0,39;-0,82
05/01/2024 19:30;0,2;0,2;0;0;  36.00;0,5;0,76;1,17;0,7;0,42;-0,82
05/01/2024 20:00;0,2;0;0;0;  36.00;0,5;0,74;1,17;0,69;0,46;-0,82
05/01/2024 20:30;0;0;0;0;  36.00;0,5;0,75;1,17;0,68;0,47;-0,82
05/01/2024 21:00;0;0;0;0;  36.00;0,5;0,75;1,18;0,68;0,52;-0,81
05/01/2024 21:30;0;0;0;0;  36.00;0,49;0,75;1,18;0,69;0,47;-0,82
05/01/2024 22:00;0;0;0;0;  36.00;0,5;0,75;1,17;0,69;0,55;-0,81
05/01/2024 22:30;0;0;0;0;  36.00;0,5;0,74;1,17;0,7;0,51;-0,82
05/01/2024 23:00;0;0;0;0;  36.00;0,5;0,75;1,17;0,68;0,49;-0,8
05/01/2024 23:30;0;0;0;0;  36.00;0,49;0,75;1,17;0,69;0,57;-0,8
06/01/2024 00:00;0;0;0;0;  36.00;0,49;0,75;1,18;0,68;0,56;-0,8
06/01/2024 00:30;0;0;0;0;  36.00;0,49;0,74;1,19;0,69;0,61;-0,82
06/01/2024 01:00;0;0;0;0;  36.00;0,49;0,75;1,17;0,69;0,53;-0,83
06/01/2024 01:30;0;0;0;0;  36.00;0,49;0,75;1,18;0,7;0,58;-0,82
06/01/2024 02:00;0;0;0;0;  36.00;0,5;0,75;1,17;0,69;0,62;-0,83
06/01/2024 02:30;0;0;0;0;  36.00;0,5;0,75;1,18;0,69;0,64;-0,83
06/01/2024 03:00;0;0;0;0;  36.00;0,49;0,75;1,18;0,68;0,64;-0,82
06/01/2024 03:30;0;0;0;0;  36.00;0,49;0,75;1,18;0,69;0,74;-0,84
06/01/2024 04:00;0;0;0;0;  36.00;0,49;0,75;1,18;0,69;0,68;-0,82
06/01/2024 04:30;0;0;0;0;  36.00;0,5;0,75;1,17;0,7;0,71;-0,82
06/01/2024 05:00;0;0;0;0;  36.00;0,5;0,75;1,17;0,69;0,72;-0,84
06/01/2024 05:30;0;0;0;0;  36.00;0,5;0,76;1,18;0,69;0,68;-0,82
06/01/2024 06:00;0;0;0;0;  36.00;0,49;0,75;1,18;0,68;0,7;-0,82
06/01/2024 06:30;0;0;0;0;  36.00;0,49;0,75;1,18;0,67;0,66;-0,84
06/01/2024 07:00;0;0;0;0;  36.00;0,49;0,74;1,17;0,68;0,71;-0,82
06/01/2024 07:30;0;0;0;0;  36.00;0,5;0,75;1,18;0,68;0,65;-0,81
06/01/2024 08:00;0;0;0;0;  36.00;0,49;0,74;1,17;0,69;0,64;-0,81
06/01/2024 08:30;0;0;0;0;  36.00;0,5;0,75;1,18;0,69;0,6;-0,82
06/01/2024 09:00;0;0;0;0;  36.00;0,5;0,75;1,17;0,68;0,6;-0,82
06/01/2024 09:30;0;0;0;0;  36.00;0,5;0,75;1,17;0,69;0,59;-0,83
06/01/2024 10:00;0,4;0,4;0,2;0;  36.00;0,5;0,74;1,18;0,69;0,54;-0,84
06/01/2024 10:30;0,2;0,6;0,4;1;  36.00;0,49;0,74;1,17;0,7;0,51;-0,82
06/01/2024 11:00;0,6;0,2;0;0,6;  36.00;0,5;0,75;1,17;0,69;0,47;-0,82
06/01/2024 11:30;0,2;0;0;0,2;  36.00;0,5;0,75;1,18;0,7;0,46;-0,82
06/01/2024 12:00;0;0;0;0;  36.00;0,5;0,74;1,18;0,69;0,45;-0,82
06/01/2024 12:30;0;0;0;0;  36.00;0,5;0,75;1,18;0,7;0,44;-0,83
06/01/2024 13:00;0,2;0;0;0;  36.00;0,5;0,75;1,18;0,68;0,39;-0,81
06/01/2024 13:30;0,2;0,2;0,2;0;  36.00;0,5;0,75;1,18;0,7;0,37;-0,82
06/01/2024 14:00;0;0;0;0,4;  36.00;0,5;0,75;1,18;0,7;0,38;-0,82
06/01/2024 14:30;0;0;0;0,2;  36.00;0,5;0,75;1,18;0,69;0,4;-0,81
06/01/2024 15:00;0,2;0,2;0;0;  36.00;0,5;0,75;1,18;0,69;0,36;-0,8
06/01/2024 15:30;0;0;0,2;0;  36.00;0,5;0,76;1,18;0,69;0,4;-0,81
06/01/2024 16:00;0;0,2;0;0,2;  36.00;0,5;0,75;1,18;0,7;0,44;-0,82
06/01/2024 16:30;0,2;0;0,2;0;  36.00;0,5;0,76;1,18;0,7;0,44;-0,81
06/01/2024 17:00;0;0;0;0;  36.00;0,5;0,76;1,18;0,69;0,44;-0,81
06/01/2024 17:30;0;0;0;0;  36.00;0,5;0,76;1,19;0,68;0,48;-0,8
06/01/2024 18:00;0;0;0;0;  36.00;0,5;0,75;1,19;0,69;0,51;-0,8
06/01/2024 18:30;0;0;0;0;  36.00;0,5;0,76;1,18;0,69;0,56;-0,79
06/01/2024 19:00;0,2;0;0;0;  36.00;0,5;0,75;1,18;0,69;0,52;-0,79
