Data e Ora;Cumulata Sensore 1295 (Arcevia);Cumulata Sensore 2637 (Bettolelle);Cumulata Sensore 2858 (Barbara);Cumulata Sensore 2964 (Corinaldo);Umidita' Sensore 3452 (Montemurello);Livello Idrometrico Sensore 1008 [m] (Serra dei Conti);Livello Idrometrico Sensore 1112 [m] (Bettolelle);Livello Idrometrico Sensore 1283 [m] (Corinaldo/Nevola);Livello Idrometrico Sensore 3072 [m] (Pianello di Ostra);Livello Idrometrico Sensore 3405 [m] (Ponte Garibaldi);Livello Idrometrico Sensore 3145 [m] (Passo Ripe)
14/10/2024 08:00;0;0;0;0;  40.52;0,49;1;1,32;0,79;0,59;0,67
14/10/2024 08:30;0;0;0;0;  40.50;0,49;1,01;1,33;0,79;0,58;0,67
14/10/2024 09:00;0;0;0;0;  40.48;0,49;1;1,33;0,79;0,62;0,67
14/10/2024 09:30;0;0;0;0;  40.46;0,49;1,01;1,32;0,79;0,63;0,67
14/10/2024 10:00;0;0;0;0;  40.45;0,49;1;1,32;0,79;0,62;0,68
14/10/2024 10:30;0;0;0;0;  40.45;0,5;1,01;1,32;0,79;0,58;0,68
14/10/2024 11:00;0;0;0;0;  40.45;0,5;1;1,32;0,79;0,57;0,68
14/10/2024 11:30;0;0;0;0;  40.47;0,5;1;1,32;0,79;0,56;0,68
14/10/2024 12:00;0;0;0;0;  40.48;0,5;0,99;1,32;0,79;0,51;0,68
14/10/2024 12:30;0;0;0;0;  40.52;0,5;1;1,31;0,79;0,45;0,68
14/10/2024 13:00;0;0;0;0;  40.57;0,5;1,01;1,32;0,79;0,4;0,68
14/10/2024 13:30;0;0;0;0;  40.61;0,5;1,01;1,32;0,79;0,4;0,68
14/10/2024 14:00;0;0;0;0;  40.65;0,5;0,99;1,31;0,79;0,4;0,68
14/10/2024 14:30;0;0;0;0;  40.69;0,5;1;1,32;0,78;0,35;0,68
14/10/2024 15:00;0;0;0;0;  40.73;0,5;1;1,32;0,79;0,31;0,68
14/10/2024 15:30;0;0;0;0;  40.79;0,5;1;1,32;0,78;0,28;0,68
14/10/2024 16:00;0;0;0;0;  40.87;0,5;1;1,32;0,79;0,3;0,68
14/10/2024 16:30;0;0;0;0;  40.93;0,5;1;1,31;0,79;0,28;0,68
14/10/2024 17:00;0;0;0;0;  40.95;0,5;1;1,32;0,79;0,28;0,68
14/10/2024 17:30;0;0;0;0;  40.95;0,5;1;1,32;0,78;0,27;0,68
14/10/2024 18:00;0;0;0;0;  40.95;0,5;1;1,31;0,78;0,35;0,67
14/10/2024 18:30;0;0;0;0;  40.96;0,5;0,99;1,32;0,78;0,3;0,68
14/10/2024 19:00;0;0;0;0;  40.92;0,5;1;1,32;0,78;0,37;0,68
14/10/2024 19:30;0;0;0;0;  40.90;0,49;0,99;1,32;0,79;0,38;0,67
14/10/2024 20:00;0;0;0;0;  40.85;0,49;0,99;1,32;0,79;0,34;0,67
14/10/2024 20:30;0;0;0;0;  40.82;0,49;0,99;1,31;0,78;0,33;0,67
14/10/2024 21:00;0;0;0;0;  40.76;0,49;0,99;1,32;0,78;0,35;0,67
14/10/2024 21:30;0;0;0;0;  40.74;0,49;0,99;1,32;0,79;0,39;0,67
14/10/2024 22:00;0;0;0;0;  40.68;0,5;1;1,32;0,78;0,33;0,67
14/10/2024 22:30;0;0;0;0;  40.63;0,49;0,98;1,31;0,78;0,32;0,68
14/10/2024 23:00;0;0;0;0;  40.60;0,49;0,99;1,31;0,78;0,27;0,67
14/10/2024 23:30;0;0;0;0;  40.56;0,49;0,99;1,32;0,78;0,29;0,67
15/10/2024 00:00;0;0;0;0;  40.53;0,49;0,99;1,31;0,78;0,23;0,67
15/10/2024 00:30;0;0;0;0;  40.49;0,49;1;1,31;0,78;0,2;0,67
15/10/2024 01:00;0;0;0;0;  40.45;0,49;0,99;1,31;0,78;0,19;0,67
15/10/2024 01:30;0;0;0;0;  40.44;0,49;0,99;1,31;0,78;0,21;0,66
15/10/2024 02:00;0;0;0;0;  40.35;0,49;0,98;1,31;0,79;0,13;0,66
15/10/2024 02:30;0;0;0;0;  40.36;0,49;0,98;1,31;0,78;0,14;0,67
15/10/2024 03:00;0;0;0;0;  40.29;0,49;0,99;1,31;0,78;0,18;0,66
15/10/2024 03:30;0;0;0;0;  40.28;0,49;0,99;1,31;0,78;0,19;0,67
15/10/2024 04:00;0;0;0;0;  40.19;0,49;0,98;1,32;0,78;0,18;0,67
15/10/2024 04:30;0;0;0;0;  40.24;0,49;0,99;1,31;0,78;0,21;0,66
15/10/2024 05:00;0;0;0;0;  40.16;0,49;0,98;1,31;0,78;0,29;0,67
15/10/2024 05:30;0;0,2;0;0;  40.14;0,49;0,98;1,31;0,79;0,3;0,66
15/10/2024 06:00;0;0;0;0;  40.09;0,49;0,98;1,31;0,78;0,39;0,66
15/10/2024 06:30;0;0;0;0;  40.07;0,49;0,98;1,31;0,78;0,46;0,66
15/10/2024 07:00;0;0;0;0;  40.05;0,49;0,98;1,31;0,78;0,5;0,66
15/10/2024 07:30;0;0;0;0;  40.12;0,49;0,98;1,31;0,78;0,52;0,67
15/10/2024 08:00;0;0;0;0;  40.05;0,49;0,98;1,31;0,78;0,58;0,66
15/10/2024 08:30;0;0;0;0;  40.02;0,5;0,99;1,32;0,78;0,57;0,67
15/10/2024 09:00;0;0;0;0;  39.99;0,5;0,98;1,31;0,78;0,64;0,67
15/10/2024 09:30;0;0;0;0;  40.00;0,5;0,97;1,31;0,79;0,59;0,67
15/10/2024 10:00;0;0;0;0;  39.98;0,49;0,98;1,31;0,78;0,59;0,67
15/10/2024 10:30;0;0;0;0;  39.97;0,49;0,99;1,32;0,79;0,59;0,67
15/10/2024 11:00;0;0;0;0;  39.97;0,5;0,98;1,31;0,79;0,53;0,68
15/10/2024 11:30;0;0;0;0;  39.99;0,5;0,98;1,32;0,78;0,52;0,67
15/10/2024 12:00;0;0;0;0;  40.03;0,5;0,98;1,31;0,78;0,44;0,68
15/10/2024 12:30;0;0;0;0;  40.07;0,5;0,98;1,31;0,79;0,42;0,68
15/10/2024 13:00;0;0;0;0;  40.11;0,5;0,98;1,31;0,79;0,34;0,67
15/10/2024 13:30;0;0;0;0;  40.17;0,5;0,98;1,32;0,79;0,32;0,68
15/10/2024 14:00;0;0;0;0;  40.22;0,5;0,98;1,31;0,78;0,3;0,68
15/10/2024 14:30;0;0;0;0;  40.29;0,5;0,98;1,31;0,78;0,24;0,67
15/10/2024 15:00;0;0;0;0;  40.32;0,5;0,99;1,32;0,78;0,18;0,68
15/10/2024 15:30;0;0;0;0;  40.34;0,5;0,98;1,31;0,78;0,22;0,67
15/10/2024 16:00;0;0;0;0;  40.38;0,5;0,98;1,31;0,79;0,16;0,67
15/10/2024 16:30;0;0;0;0;  40.42;0,5;0,98;1,31;0,78;0,17;0,68
15/10/2024 17:00;0;0;0;0;  40.43;0,5;0,98;1,31;0,78;0,15;0,67
15/10/2024 17:30;0;0;0;0;  40.47;0,5;0,98;1,31;0,78;0,19;0,66
15/10/2024 18:00;0;0;0;0;  40.46;0,5;0,98;1,32;0,78;0,22;0,67
15/10/2024 18:30;0;0;0;0;  40.46;0,5;0,98;1,31;0,78;0,25;0,67
15/10/2024 19:00;0;0;0;0;  40.40;0,5;0,98;1,31;0,78;0,24;0,67
15/10/2024 19:30;0;0;0;0;  40.33;0,5;0,97;1,31;0,78;0,27;0,67
15/10/2024 20:00;0;0;0;0;  40.28;0,5;0,98;1,31;0,78;0,32;0,67
15/10/2024 20:30;0;0;0;0;  40.25;0,49;0,98;1,31;0,78;0,33;0,67
15/10/2024 21:00;0;0;0;0;  40.25;0,5;0,98;1,31;0,78;0,36;0,67
15/10/2024 21:30;0;0;0;0;  40.19;0,49;0,97;1,31;0,78;0,38;0,67
15/10/2024 22:00;0;0;0;0;  40.18;0,49;0,97;1,31;0,78;0,39;0,67
15/10/2024 22:30;0;0;0;0;  40.17;0,49;0,97;1,31;0,78;0,37;0,67
15/10/2024 23:00;0;0;0;0;  40.03;0,49;0,98;1,31;0,78;0,35;0,66
15/10/2024 23:30;0;0;0;0;  39.91;0,49;0,97;1,31;0,78;0,3;0,66
16/10/2024 00:00;0;0;0;0;  39.93;0,49;0,98;1,3;0,78;0,28;0,66
16/10/2024 00:30;0;0;0;0;  39.92;0,49;0,97;1,3;0,77;0,29;0,66
16/10/2024 01:00;0;0;0;0;  39.88;0,49;0,98;1,31;0,77;0,27;0,66
16/10/2024 01:30;0;0;0;0;  39.98;0,49;0,97;1,31;0,78;0,25;0,66
16/10/2024 02:00;0;0;0;0;  39.73;0,49;0,97;1,3;0,78;0,2;0,66
16/10/2024 02:30;0;0;0;0;  39.72;0,49;0,98;1,31;0,78;0,18;0,66
16/10/2024 03:00;0;0;0;0;  39.74;0,49;0,97;1,31;0,78;0,2;0,66
16/10/2024 03:30;0;0;0;0;  39.71;0,49;0,98;1,3;0,77;0,2;0,66
16/10/2024 04:00;0;0;0;0;  39.70;0,49;0,97;1,31;0,78;0,18;0,66
16/10/2024 04:30;0;0;0;0;  39.68;0,49;0,97;1,31;0,78;0,21;0,66
16/10/2024 05:00;0;0;0;0;  39.70;0,49;0,97;1,31;0,78;0,22;0,66
16/10/2024 05:30;0;0;0;0;  39.66;0,5;0,97;1,31;0,78;0,32;0,66
16/10/2024 06:00;0;0;0;0;  39.60;0,49;0,97;1,31;0,77;0,34;0,66
16/10/2024 06:30;0;0;0;0;  39.63;0,49;0,97;1,31;0,78;0,37;0,66
16/10/2024 07:00;0;0;0;0;  39.60;0,49;0,97;1,3;0,78;0,46;0,66
16/10/2024 07:30;0;0;0;0;  39.66;0,49;0,97;1,3;0,78;0,49;0,66
16/10/2024 08:00;0;0;0;0;  39.49;0,49;0,97;1,32;0,78;0,51;0,66
16/10/2024 08:30;0;0;0;0;  39.65;0,49;0,97;1,31;0,78;0,55;0,66
16/10/2024 09:00;0;0;0;0;  39.56;0,5;0,97;1,3;0,78;0,58;0,66
16/10/2024 09:30;0;0;0;0;  39.57;0,5;0,97;1,3;0,78;0,6;0,66
16/10/2024 10:00;0;0;0;0;  39.54;0,5;0,97;1,31;0,78;0,61;0,67
16/10/2024 10:30;0;0;0;0;  39.56;0,49;0,97;1,31;0,78;0,53;0,67
16/10/2024 11:00;0;0;0;0;  39.53;0,49;0,97;1,3;0,78;0,52;0,67
16/10/2024 11:30;0;0;0;0;  39.57;0,49;0,97;1,31;0,78;0,49;0,67
16/10/2024 12:00;0;0;0;0;  39.55;0,5;0,97;1,3;0,78;0,48;0,67
16/10/2024 12:30;0;0;0;0;  39.58;0,49;0,97;1,31;0,78;0,41;0,67
16/10/2024 13:00;0;0;0;0;  39.60;0,5;0,97;1,3;0,78;0,35;0,66
16/10/2024 13:30;0;0;0;0;  39.64;0,5;0,97;1,3;0,78;0,31;0,67
16/10/2024 14:00;0;0;0;0;  39.66;0,49;0,97;1,3;0,78;0,28;0,67
16/10/2024 14:30;0,2;0;0;0;  39.69;0,49;0,97;1,31;0,78;0,22;0,67
16/10/2024 15:00;0;0;0;0;  39.71;0,49;0,97;1,3;0,78;0,16;0,66
16/10/2024 15:30;0;0,2;0,2;0,2;  39.72;0,49;0,97;1,3;0,79;0,13;0,67
16/10/2024 16:00;0;0;0;0;  39.72;0,49;0,97;1,3;0,78;0,11;0,66
16/10/2024 16:30;0,2;0;0;0;  39.74;0,49;0,98;1,3;0,78;0,1;0,66
16/10/2024 17:00;0;0;0;0;  39.74;0,49;0,97;1,3;0,78;0,12;0,66
16/10/2024 17:30;0;0;0;0;  39.74;0,5;0,97;1,3;0,78;0,12;0,66
16/10/2024 18:00;0;0,2;0;0;  39.73;0,49;0,96;1,31;0,78;0,14;0,66
16/10/2024 18:30;0;0;0;0;  39.72;0,49;0,97;1,3;0,78;0,16;0,66
16/10/2024 19:00;0;0;0;0;  39.70;0,49;0,97;1,3;0,78;0,22;0,66
16/10/2024 19:30;0;0;0;0,2;  39.72;0,5;0,97;1,31;0,78;0,19;0,67
16/10/2024 20:00;0;0,2;0,2;0,2;  39.70;0,49;0,97;1,31;0,78;0,27;0,66
16/10/2024 20:30;0,2;0;0;0,2;  39.69;0,49;0,98;1,31;0,78;0,37;0,66
16/10/2024 21:00;0;0,2;0;0,2;  39.64;0,5;0,97;1,3;0,78;0,36;0,66
16/10/2024 21:30;0;0;0,2;0;  39.66;0,49;0,97;1,3;0,78;0,36;0,66
16/10/2024 22:00;0;0,2;0;0,2;  39.59;0,49;0,97;1,31;0,78;0,4;0,66
16/10/2024 22:30;0;0;0;0,2;  39.62;0,49;0,98;1,3;0,78;0,4;0,66
16/10/2024 23:00;0;0;0;0;  39.59;0,49;0,97;1,3;0,78;0,41;0,66
16/10/2024 23:30;0;0;0;0;  39.59;0,49;0,97;1,3;0,78;0,39;0,66
17/10/2024 00:00;0;0;0;0;  39.60;0,49;0,97;1,3;0,78;0,39;0,66
17/10/2024 00:30;0;0;0;0;  39.52;0,49;0,97;1,3;0,78;0,37;0,66
17/10/2024 01:00;0,2;0;0,2;0;  39.53;0,49;0,97;1,3;0,77;0,31;0,66
17/10/2024 01:30;0,2;0,2;0,2;0,4;  39.56;0,49;0,97;1,3;0,78;0,32;0,66
17/10/2024 02:00;0;0,4;0;0,2;  39.53;0,49;0,97;1,31;0,78;0,27;0,66
17/10/2024 02:30;0;0;0;0;  39.49;0,49;0,97;1,3;0,78;0,24;0,66
17/10/2024 03:00;0;0;0;0,2;  39.47;0,49;0,97;1,3;0,78;0,22;0,66
17/10/2024 03:30;0;0;0;0;  39.51;0,49;0,97;1,3;0,78;0,25;0,66
17/10/2024 04:00;0,2;0;0,2;0;  39.47;0,49;0,97;1,31;0,78;0,19;0,66
17/10/2024 04:30;0;0;0,2;0;  39.47;0,5;0,97;1,3;0,78;0,22;0,66
17/10/2024 05:00;0;0;0;0;  39.43;0,5;0,97;1,3;0,78;0,29;0,66
17/10/2024 05:30;0;0,2;0;0;  39.48;0,49;0,97;1,3;0,78;0,34;0,66
17/10/2024 06:00;0,2;0;0,4;0;  39.46;0,49;0,97;1,3;0,78;0,34;0,66
17/10/2024 06:30;0;0,2;0;0;  39.44;0,49;0,96;1,3;0,79;0,37;0,66
17/10/2024 07:00;0;0;0;0;  39.40;0,49;0,97;1,3;0,78;0,41;0,66
17/10/2024 07:30;0;0;0;0;  39.46;0,49;0,97;1,3;0,78;0,47;0,67
17/10/2024 08:00;0;0;0;0;  39.42;0,5;0,97;1,31;0,78;0,55;0,66
17/10/2024 08:30;0;0;0;0;  39.44;0,49;0,97;1,31;0,78;0,56;0,66
17/10/2024 09:00;0;0;0;0;  39.42;0,49;0,97;1,3;0,78;0,6;0,66
17/10/2024 09:30;0;0;0;0;  39.45;0,5;0,98;1,31;0,78;0,59;0,66
17/10/2024 10:00;0;0;0;0;  39.44;0,5;0,97;1,3;0,78;0,6;0,67
17/10/2024 10:30;0;0;0;0;  39.47;0,5;0,97;1,3;0,78;0,58;0,66
17/10/2024 11:00;0;0;0;0;  39.50;0,49;0,98;1,31;0,78;0,59;0,67
17/10/2024 11:30;0;0;0;0;  39.53;0,5;0,97;1,3;0,78;0,56;0,67
17/10/2024 12:00;0;0;0;0;  39.55;0,5;0,97;1,31;0,78;0,54;0,66
17/10/2024 12:30;0;0;0;0;  39.62;0,5;0,97;1,31;0,78;0,49;0,67
17/10/2024 13:00;0;0;0;0;  39.63;0,5;0,97;1,31;0,78;0,39;0,67
17/10/2024 13:30;0;0;0;0;  39.69;0,5;0,97;1,3;0,78;0,36;0,67
17/10/2024 14:00;0;0;0;0;  39.72;0,5;0,97;1,3;0,78;0,36;0,67
17/10/2024 14:30;0;0;0;0;  39.77;0,5;0,97;1,31;0,78;0,26;0,67
17/10/2024 15:00;0;0;0,6;0;  39.82;0,49;0,98;1,3;0,78;0,24;0,67
17/10/2024 15:30;0;0,8;0,8;0;  39.86;0,5;0,97;1,3;0,78;0,17;0,67
17/10/2024 16:00;0;0,4;0;0;  39.90;0,5;0,98;1,31;0,78;0,15;0,67
17/10/2024 16:30;0;0;0;0;  39.93;0,49;0,97;1,31;0,78;0,12;0,67
17/10/2024 17:00;0;0;0;0;  39.96;0,49;0,97;1,3;0,78;0,15;0,66
17/10/2024 17:30;0;0;0;0;  39.95;0,5;0,98;1,31;0,78;0,1;0,66
17/10/2024 18:00;0;0;0;0;  39.97;0,5;0,98;1,3;0,78;0,13;0,66
17/10/2024 18:30;0;0;0;0;  39.96;0,49;0,97;1,31;0,78;0,15;0,66
17/10/2024 19:00;0;0;0;0;  39.97;0,49;0,98;1,31;0,78;0,19;0,66
17/10/2024 19:30;0;0;0;0;  39.96;0,5;0,97;1,32;0,78;0,26;0,66
17/10/2024 20:00;0;0;0;0;  39.96;0,49;0,97;1,3;0,78;0,31;0,67
17/10/2024 20:30;0;0;0,2;0;  39.94;0,49;0,97;1,3;0,78;0,3;0,66
17/10/2024 21:00;0;0;0;0;  39.94;0,49;0,97;1,31;0,78;0,36;0,66
17/10/2024 21:30;0;0;0;0;  39.93;0,49;0,97;1,3;0,78;0,36;0,66
17/10/2024 22:00;0;0;0;0;  39.92;0,49;0,97;1,31;0,78;0,44;0,66
17/10/2024 22:30;0;0;0;0;  39.91;0,49;0,97;1,31;0,78;0,48;0,66
17/10/2024 23:00;0;0;0;0;  39.89;0,49;0,97;1,3;0,78;0,47;0,66
17/10/2024 23:30;0;0;0;0;  39.88;0,49;0,98;1,3;0,78;0,49;0,66
18/10/2024 00:00;0;0;0;0;  39.87;0,49;0,97;1,3;0,78;0,48;0,66
18/10/2024 00:30;0;0;0;0;  39.86;0,49;0,97;1,3;0,78;0,45;0,66
18/10/2024 01:00;0;0;0;0;  39.85;0,49;0,97;1,3;0,78;0,45;0,66
18/10/2024 01:30;0;0;0;0;  39.87;0,49;0,97;1,3;0,78;0,42;0,66
18/10/2024 02:00;0;0;0;0;  39.83;0,49;0,97;1,3;0,78;0,43;0,66
18/10/2024 02:30;0;0;0;0,2;  39.82;0,49;0,97;1,3;0,78;0,38;0,66
18/10/2024 03:00;0;0,6;0;0,2;  39.82;0,49;0,96;1,3;0,78;0,36;0,66
18/10/2024 03:30;0;0,6;0;0;  39.80;0,49;0,97;1,3;0,78;0,38;0,66
18/10/2024 04:00;0;0;0;0;  39.79;0,49;0,97;1,3;0,78;0,33;0,66
18/10/2024 04:30;0;0;0;0;  39.79;0,49;0,97;1,3;0,78;0,36;0,66
18/10/2024 05:00;0;0;0;0;  39.79;0,49;0,98;1,3;0,78;0,27;0,66
18/10/2024 05:30;0;0;0;0;  39.79;0,49;0,97;1,3;0,78;0,36;0,66
18/10/2024 06:00;0;0;0;0;  39.82;0,49;0,97;1,31;0,78;0,41;0,66
18/10/2024 06:30;0;0;0;0;  39.81;0,49;0,97;1,3;0,78;0,43;0,66
18/10/2024 07:00;0;0;0;0;  39.84;0,49;0,97;1,3;0,78;0,49;0,66
18/10/2024 07:30;0;0;0;0;  39.82;0,49;0,97;1,3;0,78;0,55;0,66
18/10/2024 08:00;0;0;0;0;  39.83;0,49;0,97;1,3;0,78;0,59;0,66
18/10/2024 08:30;0;0;0;0;  39.84;0,49;0,97;1,31;0,78;0,6;0,66
18/10/2024 09:00;0;0;0;0;  39.84;0,49;0,97;1,3;0,78;0,65;0,66
18/10/2024 09:30;0;0;0;0;  39.84;0,49;0,97;1,3;0,78;0,69;0,66
18/10/2024 10:00;0;0;0;0;  39.85;0,5;0,98;1,3;0,78;0,68;0,66
18/10/2024 10:30;0;0;0;0;  39.87;0,5;0,97;1,3;0,79;0,75;0,66
18/10/2024 11:00;0;0;0;0;  39.89;0,5;0,97;1,3;0,78;0,71;0,67
18/10/2024 11:30;0;0;0;0;  39.92;0,49;0,98;1,3;0,78;0,68;0,67
18/10/2024 12:00;0;0;0;0;  39.94;0,5;0,96;1,3;0,78;0,69;0,67
18/10/2024 12:30;0;0;0;0;  39.99;0,5;0,97;1,3;0,78;0,66;0,67
18/10/2024 13:00;0;0;0;0;  40.02;0,49;0,97;1,3;0,78;0,61;0,67
18/10/2024 13:30;0;0;0;0;  40.06;0,5;0,97;1,31;0,78;0,58;0,67
18/10/2024 14:00;0;0;0;0;  40.13;0,5;0,97;1,3;0,78;0,51;0,66
18/10/2024 14:30;0;0;0;0;  40.17;0,5;0,97;1,3;0,78;0,42;0,67
18/10/2024 15:00;0;0;0;0;  40.23;0,5;0,97;1,29;0,78;0,37;0,66
18/10/2024 15:30;0;0;0;0;  40.27;0,5;0,97;1,2;0,78;0,32;0,67
18/10/2024 16:00;0;0;0;0;  40.31;0,5;0,97;1,2;0,78;0,25;0,66
18/10/2024 16:30;0;0;0;0;  40.36;0,5;0,96;1,2;0,78;0,27;0,66
18/10/2024 17:00;0;0;0;0;  40.38;0,5;0,96;1,2;0,78;0,23;0,66
18/10/2024 17:30;0;0;0;0;  40.39;0,5;0,96;1,2;0,78;0,23;0,66
18/10/2024 18:00;0;0;0;0;  40.39;0,49;0,97;1,19;0,78;0,19;0,66
18/10/2024 18:30;0;0;0;0;  40.37;0,49;0,96;1,2;0,77;0,22;0,66
18/10/2024 19:00;0;0;0;0;  40.35;0,49;0,96;1,19;0,77;0,2;0,66
18/10/2024 19:30;0;0;0;0;  40.34;0,49;0,96;1,19;0,77;0,25;0,66
18/10/2024 20:00;0;0;0;0;  40.29;0,5;0,96;1,2;0,78;0,3;0,66
18/10/2024 20:30;0;0;0;0;  40.30;0,49;0,96;1,2;0,78;0,36;0,66
18/10/2024 21:00;0;0;0;0;  40.23;0,49;0,96;1,2;0,78;0,33;0,66
18/10/2024 21:30;0;0;0;0;  40.21;0,49;0,96;1,2;0,78;0,42;0,66
18/10/2024 22:00;0;0;0;0;  40.19;0,49;0,97;1,19;0,78;0,45;0,66
18/10/2024 22:30;0;0;0;0;  40.12;0,49;0,97;1,2;0,78;0,48;0,65
18/10/2024 23:00;0;0;0;0;  40.08;0,49;0,96;1,2;0,77;0,49;0,66
18/10/2024 23:30;0;0;0;0;  40.06;0,49;0,97;1,19;0,78;0,53;0,65
19/10/2024 00:00;0;0;0;0;  40.02;0,49;0,97;1,19;0,78;0,5;0,66
19/10/2024 00:30;0,2;0;0;0;  40.01;0,49;0,96;1,19;0,78;0,51;0,66
19/10/2024 01:00;0,4;0;0;0;  40.00;0,49;0,96;1,19;0,78;0,52;0,66
19/10/2024 01:30;0;0;0;0;  39.98;0,49;0,96;1,19;0,78;0,46;0,66
19/10/2024 02:00;0;0;0;0;  39.92;0,49;0,96;1,2;0,77;0,46;0,66
19/10/2024 02:30;0;0;0;0;  39.92;0,49;0,96;1,2;0,78;0,42;0,66
19/10/2024 03:00;0;0;0;0;  39.87;0,49;0,96;1,2;0,78;0,45;0,66
19/10/2024 03:30;0,2;0,4;0;0;  39.88;0,49;0,96;1,19;0,77;0,43;0,65
19/10/2024 04:00;0;0;0;0;  39.85;0,49;0,96;1,2;0,77;0,41;0,65
19/10/2024 04:30;0,6;0;0;0;  39.86;0,49;0,96;1,19;0,77;0,43;0,65
19/10/2024 05:00;0,2;0,2;0;0;  39.85;0,49;0,96;1,19;0,78;0,41;0,65
19/10/2024 05:30;0;3;0;0;  39.84;0,49;0,95;1,19;0,78;0,39;0,65
19/10/2024 06:00;0;6,8;0,4;2,2;  39.82;0,49;0,97;1,19;0,84;0,46;0,66
19/10/2024 06:30;0,2;8,2;1,2;3,8;  39.85;0,49;1,01;1,25;0,84;0,48;0,67
19/10/2024 07:00;1,6;16,2;2;3,4;  39.76;0,52;1,07;1,25;0,85;0,51;0,69
19/10/2024 07:30;1;12,8;4,6;9,4;  39.77;0,56;1,18;1,35;0,94;0,61;0,75
19/10/2024 08:00;0,2;8,8;1,6;6,4;  39.75;0,56;1,28;1,4;1,02;0,65;0,82
19/10/2024 08:30;2,2;11;3,4;10,8;  41.99;0,57;1,49;1,48;1,05;0,71;0,88
19/10/2024 09:00;0,8;1,6;3,6;8,6;  47.31;0,62;1,64;1,63;1,06;0,73;1,01
19/10/2024 09:30;0,6;1,2;2,2;4,4;  48.14;0,57;1,8;1,76;1,12;1,05;1,1
19/10/2024 10:00;0,2;0,6;0;1,8;  48.14;0,55;2,03;1,78;1,1;1,25;1,27
19/10/2024 10:30;0,2;7;0,2;1,6;  48.17;0,54;2,26;1,74;1,25;1,3;1,4
19/10/2024 11:00;0,6;2,4;0;0,2;  48.12;0,54;2,34;1,72;1,29;1,21;1,34
19/10/2024 11:30;0;0;0,2;0,6;  47.89;0,54;2,44;1,72;1,32;1,31;1,28
19/10/2024 12:00;0;0;0;0;  47.74;0,55;2,4;1,71;1,32;1,41;1,24
19/10/2024 12:30;0;0;0;0;  47.70;0,56;2,28;1,74;1,3;1,47;1,21
19/10/2024 13:00;0;0;0;0;  47.62;0,55;2,18;1,73;1,28;1,39;1,18
19/10/2024 13:30;0;0;1,6;0;  47.63;0,54;2,1;1,72;1,25;1,26;1,15
19/10/2024 14:00;0,2;6,2;0,2;0;  47.62;0,54;2,02;1,69;1,27;1,14;1,14
19/10/2024 14:30;0;0,6;0;1,2;  47.71;0,54;1,98;1,67;1,32;1,05;1,12
19/10/2024 15:00;0,8;0,2;0,4;2,6;  47.83;0,53;1,97;1,69;1,37;0,99;1,1
19/10/2024 15:30;0;0;0;1,6;  47.83;0,52;1,94;1,71;1,37;0,93;1,1
19/10/2024 16:00;0;0;0,4;0;  47.91;0,52;1,94;1,71;1,37;0,9;1,1
19/10/2024 16:30;6,6;0;0,2;0;  47.92;0,56;1,95;1,7;1,39;0,87;1,13
19/10/2024 17:00;4;0;1,4;0,2;  47.94;0,56;1,94;1,68;1,38;0,83;1,12
19/10/2024 17:30;0,8;0;1,2;1,6;  48.02;0,67;1,91;1,66;1,36;0,81;1,1
19/10/2024 18:00;2,2;0;0,2;1;  48.28;0,7;1,91;1,65;1,35;0,79;1,08
19/10/2024 18:30;2,8;0;1;0,2;  48.70;0,81;1,89;1,66;1,33;0,77;1,07
19/10/2024 19:00;6,2;0;0,4;0;  48.35;1,06;1,87;1,66;1,34;0,76;1,06
19/10/2024 19:30;5,2;0;0,2;0;  48.57;1,08;1,84;1,66;1,34;0,74;1,06
19/10/2024 20:00;2,6;0,6;0,2;0;  48.72;0,98;1,8;1,66;1,36;0,73;1,06
19/10/2024 20:30;0,6;0,2;0;0;  48.40;0,91;1,79;1,63;1,35;0,71;1,05
19/10/2024 21:00;0,2;0;0,8;0,2;  48.32;0,89;1,77;1,63;1,35;0,69;1,04
19/10/2024 21:30;0,4;0,2;0,8;0,2;  48.27;0,93;1,76;1,85;1,34;0,69;1,03
19/10/2024 22:00;1;0,8;2,2;1,6;  48.17;1,05;1,75;1,82;1,34;0,68;1,08
19/10/2024 22:30;3;0;1,2;0,8;  48.17;1,01;1,74;1,77;1,68;0,71;1,21
19/10/2024 23:00;0;0,2;0,2;0,2;  48.27;0,95;1,72;1,76;1,63;0,71;1,19
19/10/2024 23:30;0;0;0,2;0,2;  48.76;0,9;1,73;1,76;1,6;0,71;1,17
20/10/2024 00:00;0;0;0,4;0,2;  48.54;0,96;2;1,75;1,59;0,71;1,17
20/10/2024 00:30;3,2;0;0;0,4;  48.51;0,92;2,02;1,8;1,64;0,72;1,16
20/10/2024 01:00;0,2;0;1,2;0;  48.55;0,9;1,99;1,81;1,68;0,69;1,19
20/10/2024 01:30;0,4;0;0,4;0;  48.51;0,89;1,98;1,8;1,65;0,77;1,21
20/10/2024 02:00;2,6;0,2;0;0;  48.54;0,84;2,01;1,79;1,61;0,8;1,2
20/10/2024 02:30;4;0,4;0,2;0,4;  49.02;0,82;2,05;1,78;1,59;0,79;1,18
20/10/2024 03:00;1,2;0;0,4;0;  48.72;0,81;2,03;1,77;1,59;0,78;1,18
